FIR_No,Crime_Type,District,Police_Station,Date,Victim_Name,Victim_Age,Victim_Gender,Suspect_Name,Weapon,Status,Latitude,Longitude,Severity
FIR2069,Fraud,Belagavi,Rural,2025-12-21,Harsh Parsa,38,Female,Rayaan Hora,Vehicle,Under Investigation,17.79199,77.11617,2
FIR2070,Burglary,Kalaburagi,Central,2024-07-15,Balendra Shankar,63,Female,Balendra Singhal,None,Open,14.173769,76.191696,3
FIR2071,Theft,Bengaluru Urban,Traffic,2025-12-19,Nitesh Yohannan,31,Male,Zansi Dhillon,Unknown,Open,14.857894,77.209685,3
FIR2072,Murder,Ballari,Rural,2025-07-26,Indrajit Biswas,55,Male,Adweta Lalla,None,Open,11.510359,77.0031,9
FIR2073,Murder,Mysuru,South,2025-03-20,Raagini Talwar,38,Male,Chakradev Tiwari,Unknown,Closed,13.372371,74.206409,1
FIR2074,Murder,Kalaburagi,Central,2026-05-08,Rudra Ray,64,Female,Garima Mall,Vehicle,Closed,15.31828,78.377388,1
FIR2075,Theft,Belagavi,North,2024-11-30,Dominic Lanka,33,Male,Indali Contractor,Rod,Under Investigation,14.386927,75.566633,10
FIR2076,Kidnapping,Vijayapura,Traffic,2025-12-09,Barkha Nagarajan,71,Male,Qushi Mandal,Vehicle,Open,15.795259,75.185595,1
FIR2077,Assault,Hubballi-Dharwad,Rural,2025-07-03,Rohan Khurana,18,Male,Bina Ahluwalia,Knife,Under Investigation,16.300052,74.487646,10
FIR2078,Murder,Shivamogga,Market,2025-08-17,Nisha Edwin,48,Female,Aditya Karan,Rod,Closed,17.856866,76.865692,5
FIR2079,Cyber Crime,Vijayapura,Rural,2025-09-20,Daksh Chandran,65,Male,Chavvi Chacko,None,Closed,15.672887,78.532065,7
FIR2080,Cyber Crime,Belagavi,Market,2024-11-01,Ronith Balay,57,Male,Ayushman Doshi,Gun,Open,13.46112,76.615736,1
FIR2081,Robbery,Mysuru,West,2025-06-18,George Gopal,35,Male,Varsha Sethi,Knife,Closed,13.158696,77.202911,10
FIR2082,Burglary,Vijayapura,East,2026-03-16,Rayaan Chokshi,46,Female,Yashodhara Varma,Gun,Under Investigation,14.655748,76.900647,2
FIR2083,Kidnapping,Tumakuru,Traffic,2024-09-26,Ojas Sodhi,19,Female,Peter Agate,Rod,Open,16.128561,76.859129,10
FIR2084,Drug Trafficking,Kalaburagi,West,2024-12-17,Darsh Acharya,75,Male,Suhani Wadhwa,Vehicle,Closed,15.478937,76.017379,10
FIR2085,Cyber Crime,Shivamogga,East,2024-11-04,Lajita Tailor,33,Male,Hamsini Banerjee,Knife,Under Investigation,12.208529,78.422906,10
FIR2086,Vehicle Theft,Kalaburagi,South,2026-02-16,Faras Anne,75,Male,Yashawini Oza,Unknown,Under Investigation,14.613785,74.018782,3
FIR2087,Murder,Bengaluru Urban,East,2025-03-31,Anika Banik,36,Male,Aarnav Raman,None,Under Investigation,15.580583,77.25776,3
FIR2088,Kidnapping,Vijayapura,Rural,2024-09-22,Sara Parsa,39,Male,Keya Nair,Gun,Under Investigation,11.850629,75.700951,3
FIR2089,Drug Trafficking,Hubballi-Dharwad,Central,2025-09-05,Lekha Wadhwa,62,Female,Omaja Kanda,Gun,Under Investigation,18.247092,77.987987,9
FIR2090,Assault,Belagavi,Central,2025-02-08,Girish Gopal,61,Male,Udyati Madan,Knife,Closed,13.046159,77.418972,5
FIR2091,Cyber Crime,Vijayapura,Market,2024-10-04,Shivani Gala,56,Male,Faqid Vora,Gun,Under Investigation,15.379909,74.864101,1
FIR2092,Vehicle Theft,Belagavi,Traffic,2024-07-04,Hiral Mangal,49,Female,Raghav Dara,Rod,Closed,17.486248,74.087506,3
FIR2093,Vehicle Theft,Ballari,North,2025-01-14,Balhaar Pandit,64,Male,Maanav Mahajan,Gun,Closed,13.832791,77.064949,5
FIR2094,Theft,Kalaburagi,Market,2025-01-17,Advik Borra,61,Male,Timothy Sur,Knife,Under Investigation,17.294635,76.950129,1
FIR2095,Fraud,Mangaluru,East,2025-01-12,Madhavi Saini,42,Male,Hredhaan Purohit,Knife,Closed,17.627643,75.200446,9
FIR2096,Robbery,Vijayapura,West,2024-07-05,Vansha Salvi,56,Female,Arya Kalla,Gun,Open,14.006513,74.836087,3
FIR2097,Vehicle Theft,Hubballi-Dharwad,Market,2024-09-15,Omaja Lata,41,Male,Gaurang Nazareth,Knife,Open,14.073597,74.778543,9
FIR2098,Theft,Shivamogga,West,2026-04-05,Ati Deshpande,72,Female,Tanvi Khatri,Unknown,Under Investigation,17.799589,76.283901,3
FIR2099,Cyber Crime,Hubballi-Dharwad,Traffic,2025-10-17,Aashi Shetty,54,Male,Yutika Borra,Gun,Open,17.098764,78.445422,9
FIR2100,Drug Trafficking,Belagavi,Traffic,2025-12-07,Kamala Goswami,35,Female,Nisha Sathe,Knife,Closed,13.857845,76.157698,8
FIR2101,Fraud,Tumakuru,East,2025-02-19,Ayushman Soni,46,Female,Ekbal Vala,Unknown,Under Investigation,16.917073,77.945555,4
FIR2102,Vehicle Theft,Ballari,South,2025-11-18,Jacob Mand,53,Male,Janya Reddy,None,Under Investigation,17.892416,77.430367,3
FIR2103,Vehicle Theft,Shivamogga,East,2025-10-22,Faras Dhaliwal,19,Female,Neel Agarwal,Gun,Closed,13.290953,76.0665,3
FIR2104,Kidnapping,Belagavi,East,2025-08-15,Indali Sule,45,Female,Warinder Sarna,Rod,Open,15.894811,77.962253,6
FIR2105,Kidnapping,Ballari,Central,2026-06-10,Irya Dutta,30,Male,Ojas Murthy,Knife,Under Investigation,16.349346,75.188903,7
FIR2106,Murder,Mysuru,Rural,2025-12-22,Teerth Krish,70,Female,Ubika Sarma,Vehicle,Closed,16.04719,75.879635,10
FIR2107,Assault,Ballari,Central,2025-05-30,Jyoti Khosla,72,Male,Chasmum Din,Gun,Open,17.138287,76.277713,3
FIR2108,Assault,Tumakuru,Traffic,2025-02-27,Wazir Sidhu,23,Female,Luke Garde,None,Under Investigation,15.797772,76.956017,8
FIR2109,Cyber Crime,Hubballi-Dharwad,West,2025-01-12,Manan Chada,73,Female,Urmi Dutt,Gun,Closed,17.383352,78.075036,5
FIR2110,Drug Trafficking,Shivamogga,North,2024-07-12,Aarush Barman,57,Male,Lakshit Chakraborty,Vehicle,Under Investigation,14.248578,78.628374,3
FIR2111,Robbery,Mysuru,South,2025-09-04,Nihal Kothari,66,Male,Girish Chadha,Unknown,Under Investigation,12.870479,75.882199,1
FIR2112,Robbery,Belagavi,Traffic,2024-12-01,Wahab Mangat,58,Female,Faraj Menon,Rod,Open,15.85972,78.168813,4
FIR2113,Drug Trafficking,Kalaburagi,Central,2026-02-25,Leela Rajagopalan,35,Female,Xiti Rajan,Rod,Open,16.061487,74.146086,1
FIR2114,Drug Trafficking,Vijayapura,East,2024-10-09,Jeremiah Tak,55,Female,Vritti Rout,Knife,Closed,14.072002,76.563813,1
FIR2115,Kidnapping,Tumakuru,Market,2024-09-23,Lekha Kumer,65,Male,Rachita Chhabra,Rod,Open,16.438712,78.407477,7
FIR2116,Kidnapping,Tumakuru,Market,2025-07-13,Faras Kala,51,Female,Harshil Kapadia,Knife,Open,12.631416,78.024966,1
FIR2117,Drug Trafficking,Mangaluru,Traffic,2025-08-05,Sathvik Nagar,59,Female,Nikita Rau,Rod,Under Investigation,15.08698,78.61337,9
FIR2118,Kidnapping,Hubballi-Dharwad,Rural,2025-02-03,Ridhi Yohannan,32,Male,Banjeet Zacharia,None,Closed,12.445264,75.140733,7
FIR2119,Kidnapping,Mangaluru,East,2024-11-13,Raagini Zacharia,19,Female,Maya Naik,Gun,Closed,11.537193,77.651297,9
FIR2120,Drug Trafficking,Belagavi,Central,2025-08-25,Quincy Chandra,24,Female,Lekha Rajagopalan,Knife,Open,14.973912,75.02902,10
FIR2121,Fraud,Belagavi,North,2025-04-24,Adya Arya,34,Female,Dayita Subramaniam,Unknown,Open,13.305155,77.658476,5
FIR2122,Burglary,Mangaluru,Rural,2025-03-20,Eshana Dalal,65,Male,Lila Misra,Rod,Open,16.384205,76.042564,4
FIR2123,Assault,Hubballi-Dharwad,West,2025-05-18,Charvi Tata,74,Female,Adya Naidu,Gun,Closed,13.485336,76.032767,5
FIR2124,Drug Trafficking,Bengaluru Urban,East,2025-05-17,Samar Sen,56,Female,Zilmil Grover,Vehicle,Under Investigation,16.663182,76.957802,7
FIR2125,Drug Trafficking,Mysuru,East,2025-08-11,Zehaan Jani,70,Female,Samarth Wadhwa,Vehicle,Closed,16.021739,77.094877,3
FIR2126,Robbery,Belagavi,North,2026-06-14,Tejas Mall,38,Female,Dev Pai,Unknown,Under Investigation,17.332775,75.531461,3
FIR2127,Cyber Crime,Hubballi-Dharwad,Rural,2025-04-06,Udarsh Prakash,42,Female,Jatin Keer,None,Open,15.045664,78.785988,3
FIR2128,Cyber Crime,Hubballi-Dharwad,Market,2024-09-20,Baghyawati Sharaf,28,Male,Jagvi Varty,Gun,Open,14.987617,74.106491,1
FIR2129,Theft,Kalaburagi,Traffic,2025-11-26,Ekalinga Loyal,26,Male,Victor Peri,Gun,Under Investigation,12.074835,74.397833,1
FIR2130,Robbery,Mangaluru,Traffic,2026-06-04,Timothy Doshi,22,Male,Ladli Chatterjee,Rod,Under Investigation,12.272151,77.955225,4
FIR2131,Fraud,Shivamogga,Traffic,2025-08-07,Siddharth Rao,29,Female,Oscar Srivastava,Unknown,Closed,17.979881,77.274686,6
FIR2132,Cyber Crime,Vijayapura,Traffic,2025-12-31,Harish Zachariah,55,Male,Ranveer Lal,Knife,Under Investigation,16.249871,77.575734,4
FIR2133,Theft,Kalaburagi,Central,2024-09-06,Patrick Hora,57,Female,Gaurang Warrior,Knife,Closed,15.890186,77.842449,3
FIR2134,Murder,Belagavi,Central,2025-11-08,Chandresh Pai,51,Female,Hredhaan Misra,Gun,Under Investigation,17.444735,78.641183,1
FIR2135,Burglary,Belagavi,Market,2024-07-12,Watika Lall,34,Female,Viraj Bedi,None,Under Investigation,17.000675,77.760913,9
FIR2136,Burglary,Mysuru,Market,2025-05-02,Urvashi Hayer,25,Male,Chavvi Baral,None,Open,11.747151,75.848113,2
FIR2137,Theft,Ballari,Market,2026-05-02,Vinaya Srinivasan,37,Female,Kavya Bhatia,None,Closed,18.230422,74.893891,9
FIR2138,Cyber Crime,Vijayapura,Central,2026-03-08,Lucky Gade,74,Male,Devika Chopra,Vehicle,Open,14.298831,75.973319,6
FIR2139,Robbery,Vijayapura,Rural,2024-07-15,Nakul Bhat,41,Male,Yashica Palan,Vehicle,Under Investigation,14.823861,76.372228,5
FIR2140,Drug Trafficking,Kalaburagi,North,2026-01-02,Bishakha Vala,34,Female,Balendra Narula,Knife,Closed,12.339344,76.74075,5
FIR2141,Theft,Kalaburagi,South,2025-03-30,Indrajit Reddy,24,Male,Lohit Pandey,Knife,Open,15.682615,74.316052,2
FIR2142,Fraud,Mangaluru,South,2025-02-16,Gavin Bahri,38,Male,Charita Konda,Unknown,Closed,14.357915,75.760847,9
FIR2143,Fraud,Ballari,North,2024-11-26,Faris Hegde,21,Male,Bishakha Sastry,Rod,Closed,17.89828,76.51129,5
FIR2144,Vehicle Theft,Mysuru,Traffic,2024-08-03,Nitara Tella,44,Female,Aayush Saran,Vehicle,Closed,12.01678,76.089437,7
FIR2145,Cyber Crime,Tumakuru,Traffic,2025-03-09,Yashvi Bandi,23,Male,Chatresh Manda,Gun,Open,16.711281,76.903745,5
FIR2146,Drug Trafficking,Vijayapura,South,2025-07-07,Libni Mahal,55,Male,Urvi Gopal,None,Open,16.642163,75.126022,8
FIR2147,Robbery,Mangaluru,Rural,2025-05-27,Pooja Bhakta,66,Male,Sachi Bhagat,Rod,Under Investigation,15.236254,75.275824,1
FIR2148,Burglary,Mangaluru,Market,2025-03-24,William Doshi,61,Female,Benjamin Dasgupta,Rod,Closed,18.209443,78.294715,10
FIR2149,Drug Trafficking,Hubballi-Dharwad,East,2025-07-14,Aarnav Desai,47,Male,Arjun Lall,None,Under Investigation,14.771565,77.457588,6
FIR2150,Cyber Crime,Belagavi,Market,2024-08-27,Jalsa Chaudhary,61,Female,Dakshesh Ghose,Unknown,Open,15.30363,78.409643,4
FIR2151,Theft,Mysuru,Market,2026-02-25,Qabil Handa,54,Male,Krisha Badal,Unknown,Closed,15.109121,78.6942,10
FIR2152,Murder,Belagavi,Market,2025-02-22,Jack Tata,27,Male,Sneha Dara,Rod,Under Investigation,17.931319,75.048409,3
FIR2153,Cyber Crime,Belagavi,South,2025-02-25,Vansha Chauhan,32,Male,Vedant Dugar,Rod,Open,15.5344,76.273486,5
FIR2154,Robbery,Shivamogga,West,2025-04-07,Pushti Kapoor,46,Female,Tamanna Nagy,None,Closed,13.494291,76.034378,6
FIR2155,Vehicle Theft,Belagavi,West,2024-06-29,Pooja Mahal,33,Female,Ishwar Iyengar,Vehicle,Under Investigation,16.402415,76.324395,3
FIR2156,Robbery,Bengaluru Urban,West,2025-09-25,Finn Doshi,45,Male,Alexander Rege,None,Open,15.07457,76.239819,6
FIR2157,Murder,Bengaluru Urban,East,2026-01-31,Kavya Dar,23,Male,Ryan Nagar,Rod,Open,18.105044,75.175451,8
FIR2158,Robbery,Ballari,Central,2026-02-12,Eshana Gola,38,Male,Lohit Issac,Unknown,Open,11.871853,78.412463,1
FIR2159,Murder,Tumakuru,Central,2026-05-29,Ikshita Menon,62,Male,Amruta Lata,Vehicle,Closed,14.016349,74.167023,3
FIR2160,Murder,Hubballi-Dharwad,North,2025-04-30,Anjali Dada,22,Male,Robert Garde,Gun,Closed,14.722049,78.370726,8
FIR2161,Drug Trafficking,Belagavi,North,2025-02-19,Hredhaan Kade,23,Female,Dev Dhar,Gun,Closed,11.955076,77.024592,10
FIR2162,Fraud,Belagavi,North,2024-11-02,Lopa Peri,28,Male,Amaira Randhawa,None,Open,12.241242,78.415288,10
FIR2163,Burglary,Hubballi-Dharwad,Market,2025-03-06,Daksha Savant,60,Male,Utkarsh Bora,Unknown,Under Investigation,15.186393,76.349218,9
FIR2164,Vehicle Theft,Mangaluru,Market,2024-10-09,Advay Raj,51,Female,Kala Chaudhary,None,Under Investigation,18.041157,78.270008,3
FIR2165,Burglary,Ballari,Market,2024-09-18,Manya Chakraborty,28,Male,Ridhi Sami,Unknown,Open,14.55563,76.790759,3
FIR2166,Theft,Belagavi,Central,2025-07-23,Vivaan Chaudhary,26,Male,Ayushman Joshi,None,Under Investigation,14.89149,77.919734,1
FIR2167,Vehicle Theft,Hubballi-Dharwad,Rural,2025-05-22,Farhan Ganesh,50,Female,Faqid Munshi,Unknown,Closed,14.308549,76.285463,9
FIR2168,Burglary,Tumakuru,Traffic,2025-04-01,Omaja Chad,61,Male,Vansha Naik,Rod,Under Investigation,12.120484,77.381203,9
FIR2169,Fraud,Belagavi,Traffic,2026-02-23,Ekbal Bora,75,Female,Jagrati Krish,None,Closed,16.661867,74.478993,10
FIR2170,Kidnapping,Kalaburagi,East,2024-09-06,Liam Kalita,30,Female,Odika Varty,Gun,Open,18.296852,75.036377,4
FIR2171,Theft,Vijayapura,South,2025-05-06,Ira Sibal,62,Female,Yashodhara Doshi,Gun,Closed,17.566638,76.428163,5
FIR2172,Drug Trafficking,Mysuru,South,2024-09-20,Arin Gera,72,Female,Hemang Gandhi,Unknown,Open,18.02209,78.546097,5
FIR2173,Fraud,Vijayapura,West,2025-04-26,Ojasvi Bobal,60,Male,Samaksh Rajan,Unknown,Open,17.788369,75.939932,7
FIR2174,Cyber Crime,Bengaluru Urban,Traffic,2026-06-21,Aashi Gokhale,71,Male,Madhavi Amble,Knife,Open,17.477279,76.206656,2
FIR2175,Assault,Bengaluru Urban,Central,2024-10-12,Bhavika Saini,64,Male,Devansh Zacharia,Rod,Closed,12.886917,78.118612,6
FIR2176,Theft,Ballari,Rural,2026-01-10,Eshana Bala,37,Female,Wahab Nadig,Knife,Under Investigation,11.557654,77.145043,4
FIR2177,Murder,Ballari,Market,2025-04-26,Ansh Salvi,33,Male,Rishi Wali,Knife,Under Investigation,12.52049,74.954236,7
FIR2178,Vehicle Theft,Hubballi-Dharwad,South,2024-10-10,Varenya Jaggi,23,Female,Chakradev Vala,Rod,Open,17.392076,75.12286,9
FIR2179,Cyber Crime,Shivamogga,Central,2025-01-21,Gauri Seth,67,Male,Omya Kumer,Vehicle,Under Investigation,15.963892,78.180666,3
FIR2180,Cyber Crime,Kalaburagi,Market,2024-07-23,Rajeshri Muni,56,Male,Libni Bhardwaj,Knife,Closed,13.135198,77.20026,9
FIR2181,Assault,Mangaluru,Rural,2024-07-14,Ishanvi Oommen,67,Male,Nimrat Rao,Rod,Open,17.441401,76.88074,4
FIR2182,Assault,Vijayapura,West,2026-05-01,Ira Chowdhury,29,Male,Ekiya Keer,Knife,Open,14.833662,78.204492,4
FIR2183,Burglary,Mangaluru,Traffic,2024-12-27,Nitesh Kunda,22,Male,Tanveer Balay,Rod,Open,15.103652,75.704387,3
FIR2184,Fraud,Kalaburagi,Central,2025-02-25,Praneel Bala,68,Male,Champak Ranganathan,Unknown,Under Investigation,17.394629,74.455183,7
FIR2185,Fraud,Mysuru,North,2024-11-16,Robert Brahmbhatt,52,Female,Qabil Lal,Unknown,Under Investigation,16.536978,74.363744,9
FIR2186,Drug Trafficking,Hubballi-Dharwad,Traffic,2025-08-28,Faras Sule,48,Male,Kiaan Doctor,Gun,Open,11.613099,75.660885,5
FIR2187,Fraud,Shivamogga,South,2025-08-13,Anusha Acharya,33,Female,Agastya Lal,None,Open,13.216546,76.20195,8
FIR2188,Kidnapping,Ballari,South,2025-07-22,Reyansh Srivastava,63,Male,Farhan Kashyap,Unknown,Open,15.650292,76.852564,3
FIR2189,Robbery,Shivamogga,West,2026-03-23,Aarnav Gaba,48,Female,Urishilla Comar,Gun,Closed,15.050791,78.082108,2
FIR2190,Robbery,Ballari,North,2025-03-25,Damyanti Narain,49,Male,Chatura Kale,None,Under Investigation,14.240851,74.488837,8
FIR2191,Assault,Tumakuru,Market,2025-03-08,Champak Garde,64,Female,Hardik Sarin,Vehicle,Closed,13.112285,75.953386,4
FIR2192,Burglary,Bengaluru Urban,Traffic,2024-09-17,Tejas Chawla,48,Male,Kevin Din,Gun,Open,13.944306,76.361493,9
FIR2193,Fraud,Mangaluru,South,2025-04-24,Ishwar Yogi,65,Female,Vedhika Sabharwal,Rod,Closed,17.844733,77.603,6
FIR2194,Drug Trafficking,Tumakuru,Rural,2024-12-05,Nicholas Wable,24,Male,Krishna Dar,Vehicle,Under Investigation,17.303835,78.795395,9
FIR2195,Robbery,Ballari,West,2026-03-23,Ucchal Bhargava,64,Female,Vasatika D’Alia,Gun,Closed,13.668134,76.263623,3
FIR2196,Cyber Crime,Hubballi-Dharwad,North,2025-07-24,Harini Hayre,41,Female,Ekiya Bhatti,Vehicle,Closed,15.78844,78.305412,7
FIR2197,Vehicle Theft,Bengaluru Urban,North,2025-04-23,Frado Loke,38,Male,Faris Lanka,Rod,Open,16.367469,75.483083,7
FIR2198,Drug Trafficking,Bengaluru Urban,North,2026-04-18,Ojasvi Sachdeva,65,Female,Ridhi Sem,Vehicle,Open,11.632819,77.856112,2
FIR2199,Fraud,Vijayapura,North,2025-09-13,Harsh Agrawal,59,Male,George Chauhan,Rod,Closed,16.688135,76.314402,8
FIR2200,Cyber Crime,Bengaluru Urban,West,2025-08-04,Xalak Rattan,47,Female,Gunbir Borde,Vehicle,Under Investigation,13.881036,77.724134,4
FIR2201,Fraud,Belagavi,Traffic,2026-04-20,Rohan Luthra,39,Male,Imaran Brar,Rod,Open,12.494327,76.695727,4
FIR2202,Vehicle Theft,Kalaburagi,Central,2026-03-13,Ria Pradhan,55,Female,Zehaan Subramanian,Rod,Open,15.568931,77.906892,9
FIR2203,Burglary,Shivamogga,Central,2024-10-15,Aradhana Loke,63,Male,Wazir Krishnan,Knife,Closed,18.325037,77.131643,10
FIR2204,Drug Trafficking,Ballari,Central,2026-01-28,Lavanya Sinha,46,Female,Aarnav Mane,None,Closed,16.746755,78.347178,5
FIR2205,Theft,Ballari,North,2025-10-04,Yuvraj Dixit,33,Female,Jeet Mody,None,Open,15.700291,74.285571,8
FIR2206,Drug Trafficking,Shivamogga,North,2025-01-26,Lohit Puri,40,Male,Zehaan Ganesan,Knife,Under Investigation,13.498967,78.08347,8
FIR2207,Burglary,Mysuru,East,2025-06-01,Yashasvi Biswas,58,Female,Varenya Srinivasan,Knife,Closed,18.464857,75.187675,10
FIR2208,Kidnapping,Hubballi-Dharwad,Rural,2024-12-16,Vasatika Mani,50,Female,Triya Sengupta,Vehicle,Open,17.936564,74.663871,4
FIR2209,Fraud,Mysuru,East,2025-06-11,Chakrika Samra,22,Male,Nitara Sant,Gun,Closed,14.27967,75.013486,4
FIR2210,Fraud,Bengaluru Urban,East,2024-12-09,Advik Walia,31,Female,Guneet Kara,Gun,Under Investigation,11.803874,74.680963,10
FIR2211,Murder,Bengaluru Urban,Central,2024-08-04,Ati Kohli,62,Female,Sai Choudhury,Unknown,Under Investigation,18.182302,76.872053,8
FIR2212,Cyber Crime,Bengaluru Urban,Rural,2024-11-13,Hredhaan Lal,46,Female,Ayaan Warrior,Knife,Under Investigation,16.312737,76.520107,10
FIR2213,Murder,Mysuru,North,2024-11-29,Siddharth Datta,42,Male,Keya Pradhan,None,Under Investigation,11.714941,78.116236,9
FIR2214,Cyber Crime,Tumakuru,Market,2024-08-12,Avi Contractor,22,Female,Arya Din,Vehicle,Open,15.187395,75.441997,3
FIR2215,Fraud,Vijayapura,Traffic,2025-03-31,Bina Nagarajan,61,Male,Anusha Dave,Rod,Open,16.629968,75.014405,8
FIR2216,Cyber Crime,Tumakuru,East,2026-01-03,Avni Brar,73,Male,Barkha Dua,Unknown,Under Investigation,17.685843,75.626854,7
FIR2217,Drug Trafficking,Ballari,East,2024-08-14,Ayaan Sengupta,34,Male,Advay Parekh,Unknown,Under Investigation,13.204096,77.420865,2
FIR2218,Vehicle Theft,Kalaburagi,East,2025-01-24,Bahadurjit Seshadri,24,Female,Widisha Rai,Rod,Open,18.392806,76.986999,9
FIR2219,Murder,Shivamogga,South,2025-10-05,Chaaya Dave,70,Female,Vrinda Bains,Rod,Under Investigation,17.201296,78.505815,2
FIR2220,Assault,Tumakuru,Central,2026-04-28,Vasana Radhakrishnan,45,Female,Umang Sodhi,Gun,Under Investigation,12.507148,77.281942,2
FIR2221,Cyber Crime,Mysuru,East,2024-08-20,Indira Mand,50,Male,Caleb Walia,Gun,Under Investigation,14.414416,76.335214,9
FIR2222,Robbery,Tumakuru,Rural,2026-05-04,Jatin Chana,28,Male,Frado Das,Rod,Closed,16.263366,74.720488,8
FIR2223,Cyber Crime,Bengaluru Urban,Market,2025-05-17,Nilima Nadkarni,28,Male,Kashvi Merchant,Rod,Open,13.028139,74.104802,10
FIR2224,Robbery,Hubballi-Dharwad,Traffic,2024-10-25,Yadavi Baria,74,Male,Zashil Kurian,Vehicle,Under Investigation,12.991785,76.668864,8
FIR2225,Kidnapping,Tumakuru,Market,2025-08-04,Abdul Deol,37,Female,Harrison Gokhale,Rod,Open,13.142548,76.700675,2
FIR2226,Kidnapping,Belagavi,Market,2025-12-11,Reyansh Upadhyay,72,Male,Arin Natarajan,Knife,Open,12.226546,78.421497,4
FIR2227,Cyber Crime,Bengaluru Urban,South,2024-08-29,Upkaar Hayre,69,Male,Isha Raghavan,None,Closed,16.52549,78.30725,2
FIR2228,Fraud,Hubballi-Dharwad,West,2025-02-26,Yug Kota,33,Female,Januja Nayak,Rod,Open,16.943289,77.541769,3
FIR2229,Cyber Crime,Ballari,North,2025-04-11,Zehaan Mahajan,45,Male,Nikita Kashyap,None,Closed,15.692398,78.707197,4
FIR2230,Theft,Kalaburagi,Market,2024-12-12,Sudiksha Bera,65,Male,Aarini Thakkar,Vehicle,Open,14.075664,74.507837,5
FIR2231,Assault,Tumakuru,West,2024-07-01,Tarak Kant,51,Female,Yashoda Mani,Gun,Closed,13.435888,74.572286,7
FIR2232,Assault,Bengaluru Urban,Traffic,2026-03-01,Unnati Khalsa,51,Male,Edhitha Balan,None,Under Investigation,18.058827,76.049597,9
FIR2233,Vehicle Theft,Kalaburagi,Traffic,2024-10-07,Aachal Rama,68,Female,Rudra Chandran,Vehicle,Open,13.889597,75.042507,3
FIR2234,Fraud,Mangaluru,East,2024-08-10,Chaitaly Hayer,41,Female,Irya Sarraf,Vehicle,Under Investigation,15.152343,74.932789,4
FIR2235,Fraud,Bengaluru Urban,South,2026-02-14,Fitan Sarma,75,Male,Advay Dutt,Vehicle,Open,17.145762,74.733459,8
FIR2236,Fraud,Shivamogga,Market,2024-07-31,Jonathan Sekhon,49,Male,Siddharth Zacharia,Knife,Under Investigation,16.54283,76.201832,1
FIR2237,Cyber Crime,Mangaluru,East,2024-11-23,Imaran Chadha,56,Male,Waida Mitra,None,Under Investigation,17.454078,77.661111,9
FIR2238,Theft,Kalaburagi,Central,2026-06-08,Ekapad Pingle,50,Female,Bina Gole,Knife,Closed,13.669333,74.847584,8
FIR2239,Assault,Mangaluru,East,2025-08-29,Omya Brahmbhatt,24,Female,Eiravati Sandhu,None,Open,17.709089,74.660829,7
FIR2240,Vehicle Theft,Vijayapura,Traffic,2024-06-26,Urishilla Memon,62,Female,Lucky Ghosh,Gun,Under Investigation,17.400838,75.672429,8
FIR2241,Assault,Belagavi,North,2024-08-26,Laban Soman,58,Male,Garima Kala,Knife,Closed,11.994041,74.924995,7
FIR2242,Burglary,Ballari,West,2024-11-28,Mohammed Narasimhan,41,Male,Omisha Bawa,Vehicle,Under Investigation,18.355329,77.443801,6
FIR2243,Burglary,Bengaluru Urban,Traffic,2025-03-24,Vaishnavi Dua,33,Female,Urishilla Panchal,Rod,Closed,18.044078,76.228039,7
FIR2244,Burglary,Shivamogga,North,2024-11-23,Tanish Batta,34,Female,Tristan Hayre,Knife,Open,16.521206,77.17705,4
FIR2245,Vehicle Theft,Belagavi,East,2025-07-03,Charles Raghavan,51,Male,Harita Kapur,Knife,Under Investigation,12.404024,75.885159,5
FIR2246,Vehicle Theft,Tumakuru,South,2026-06-06,Manan Bhatt,46,Male,Liam Halder,Unknown,Closed,11.842441,77.927289,6
FIR2247,Assault,Vijayapura,South,2026-05-07,Anamika Parekh,69,Female,Dhriti Bhakta,Gun,Under Investigation,12.01855,75.490684,4
FIR2248,Drug Trafficking,Bengaluru Urban,Market,2026-04-08,Hemangini Dutt,45,Male,Pooja Barman,Gun,Under Investigation,12.302989,74.55279,2
